"Default,""spolovi"",""zupanija"",""traj.rad.odn"",""izn.kre"",""udio.rate"",""br.cl"""
"0,""M"",""2"",""4"",""60000"",""15"",""0"""
"1,""Z"",""14"",""15"",""15000"",""26"",""3"""
"1,""Z"",""15"",""27"",""25000"",""31"",""2"""
"1,""M"",""16"",""3"",""20000"",""19"",""2"""
"0,""Z"",""20"",""27"",""125000"",""14"",""0"""
"1,""Z"",""21"",""9.5"",""125000"",""33"",""1"""
"0,""M"",""12"",""8.5"",""35000"",""22"",""0"""
"1,""Z"",""1"",""7.5"",""290000"",""22"",""3"""
"1,""Z"",""1"",""7"",""120000"",""12"",""3"""
"1,""Z"",""17"",""5.5"",""60000"",""31"",""3"""
"1,""Z"",""15"",""12.5"",""45000"",""27"",""4"""
"1,""Z"",""9"",""6"",""20000"",""19"",""1"""
"1,""M"",""3"",""8.5"",""80000"",""32"",""1"""
"1,""M"",""6"",""22"",""30000"",""21"",""2"""
"1,""Z"",""8"",""17.5"",""60000"",""11"",""4"""
"1,""M"",""1"",""6.5"",""230000"",""41"",""6"""
"1,""M"",""4"",""4"",""35000"",""33"",""3"""
"1,""M"",""3"",""8.5"",""40000"",""10"",""0"""
"1,""Z"",""10"",""4.5"",""60000"",""23"",""1"""
"0,""M"",""10"",""7.5"",""25000"",""27"",""0"""
"1,""Z"",""21"",""16"",""35000"",""20"",""3"""
"1,""M"",""19"",""19"",""45000"",""21"",""3"""
"1,""Z"",""21"",""7.5"",""40000"",""35"",""1"""
"1,""Z"",""5"",""24"",""20000"",""24"",""2"""
"0,""M"",""14"",""11.5"",""125000"",""15"",""0"""
"1,""Z"",""2"",""3.5"",""245000"",""19"",""1"""
"1,""Z"",""3"",""17"",""20000"",""27"",""1"""
"0,""Z"",""17"",""4"",""30000"",""8"",""0"""
"1,""M"",""19"",""19.5"",""35000"",""15"",""1"""
"1,""Z"",""11"",""9"",""80000"",""8"",""2"""
"1,""M"",""7"",""3"",""45000"",""37"",""6"""
"1,""Z"",""3"",""8.5"",""25000"",""8"",""3"""
"1,""Z"",""2"",""5.5"",""20000"",""23"",""1"""
"1,""M"",""1"",""6"",""380000"",""16"",""0"""
"0,""M"",""1"",""13"",""120000"",""23"",""0"""
"1,""Z"",""21"",""9.5"",""40000"",""28"",""1"""
"1,""M"",""4"",""7"",""115000"",""23"",""3"""
"1,""Z"",""3"",""14.5"",""1e+05"",""24"",""1"""
"0,""M"",""1"",""14"",""80000"",""14"",""0"""
"0,""Z"",""1"",""4.5"",""245000"",""21"",""0"""
"1,""M"",""21"",""23"",""30000"",""17"",""1"""
"1,""Z"",""17"",""8.5"",""30000"",""14"",""2"""
"1,""Z"",""11"",""2"",""125000"",""19"",""2"""
"1,""M"",""10"",""10.5"",""35000"",""14"",""2"""
"0,""M"",""21"",""6.5"",""80000"",""13"",""0"""
"1,""M"",""9"",""10"",""35000"",""30"",""2"""
"1,""M"",""15"",""10"",""45000"",""36"",""4"""
"1,""M"",""20"",""23"",""20000"",""21"",""2"""
"0,""Z"",""4"",""12"",""85000"",""19"",""0"""
"1,""M"",""19"",""9"",""25000"",""21"",""3"""
"0,""M"",""14"",""12"",""215000"",""10"",""0"""
"0,""M"",""10"",""16.5"",""20000"",""25"",""0"""
"1,""M"",""9"",""7.5"",""60000"",""20"",""1"""
"1,""M"",""10"",""7"",""115000"",""17"",""1"""
"1,""M"",""13"",""4.5"",""25000"",""17"",""2"""
"1,""M"",""19"",""27"",""125000"",""18"",""0"""
"0,""Z"",""5"",""29"",""150000"",""14"",""0"""
"0,""Z"",""19"",""3"",""20000"",""20"",""0"""
"1,""Z"",""11"",""6"",""105000"",""34"",""1"""
"1,""M"",""17"",""12.5"",""265000"",""22"",""1"""
"1,""M"",""21"",""27"",""185000"",""26"",""4"""
"1,""M"",""12"",""11.5"",""1e+05"",""29"",""1"""
"1,""Z"",""11"",""23"",""1e+05"",""22"",""2"""
"0,""M"",""21"",""11"",""40000"",""17"",""0"""
"1,""Z"",""21"",""8.5"",""30000"",""30"",""2"""
"1,""Z"",""11"",""12.5"",""25000"",""22"",""1"""
"0,""Z"",""14"",""10"",""35000"",""8"",""0"""
"1,""M"",""1"",""16"",""20000"",""12"",""1"""
"1,""Z"",""20"",""5"",""30000"",""14"",""3"""
"1,""M"",""10"",""7"",""30000"",""27"",""1"""
"0,""M"",""11"",""8"",""85000"",""26"",""0"""
"1,""Z"",""20"",""7.5"",""80000"",""18"",""2"""
"1,""M"",""3"",""11"",""1e+05"",""28"",""4"""
"1,""M"",""4"",""12"",""20000"",""23"",""2"""
"0,""M"",""17"",""10"",""105000"",""11"",""0"""
"0,""Z"",""19"",""8.5"",""115000"",""20"",""0"""
"1,""Z"",""8"",""24"",""40000"",""20"",""1"""
"1,""Z"",""12"",""3"",""290000"",""10"",""5"""
"1,""M"",""19"",""4"",""85000"",""19"",""3"""
"1,""Z"",""5"",""6"",""25000"",""26"",""1"""
"1,""M"",""19"",""16"",""80000"",""15"",""1"""
"1,""M"",""18"",""11"",""85000"",""14"",""2"""
"1,""M"",""11"",""7.5"",""25000"",""11"",""1"""
"1,""Z"",""2"",""14"",""80000"",""18"",""1"""
"1,""Z"",""16"",""12"",""75000"",""13"",""2"""
"1,""Z"",""21"",""14.5"",""75000"",""30"",""1"""
"1,""M"",""8"",""24"",""80000"",""20"",""2"""
"1,""Z"",""10"",""19.5"",""105000"",""36"",""6"""
"1,""M"",""12"",""18.5"",""80000"",""16"",""2"""
"1,""Z"",""14"",""7.5"",""25000"",""15"",""1"""
"1,""Z"",""13"",""27"",""25000"",""18"",""2"""
"1,""M"",""12"",""8"",""265000"",""19"",""2"""
"1,""Z"",""13"",""12.5"",""10000"",""20"",""1"""
"1,""M"",""18"",""9"",""205000"",""13"",""1"""
"1,""M"",""9"",""22"",""30000"",""17"",""2"""
"1,""M"",""11"",""8"",""205000"",""18"",""1"""
"1,""M"",""10"",""16"",""45000"",""30"",""2"""
"0,""Z"",""12"",""1"",""70000"",""11"",""0"""
"1,""Z"",""2"",""7.5"",""55000"",""23"",""1"""
"1,""M"",""7"",""22.5"",""45000"",""13"",""1"""
"1,""Z"",""6"",""8"",""20000"",""16"",""0"""
"0,""Z"",""11"",""7.5"",""1e+05"",""18"",""0"""
"0,""Z"",""6"",""4.5"",""60000"",""16"",""0"""
"1,""Z"",""2"",""6.5"",""20000"",""21"",""4"""
"1,""Z"",""8"",""11.5"",""60000"",""25"",""3"""
"1,""Z"",""21"",""2.5"",""150000"",""13"",""2"""
"1,""M"",""21"",""6"",""225000"",""18"",""1"""
"1,""M"",""15"",""5.5"",""35000"",""23"",""2"""
"1,""M"",""4"",""27"",""65000"",""25"",""2"""
"1,""M"",""17"",""3"",""115000"",""22"",""1"""
"1,""Z"",""15"",""20"",""40000"",""14"",""1"""
"0,""Z"",""20"",""25"",""60000"",""21"",""0"""
"1,""M"",""1"",""23"",""295000"",""23"",""2"""
"1,""Z"",""1"",""1"",""40000"",""16"",""2"""
"1,""M"",""12"",""14"",""85000"",""30"",""2"""
"0,""Z"",""14"",""4.5"",""65000"",""11"",""0"""
"0,""M"",""3"",""16.5"",""105000"",""11"",""0"""
"1,""Z"",""20"",""16"",""85000"",""41"",""5"""
"1,""Z"",""16"",""5.5"",""250000"",""30"",""2"""
"1,""M"",""5"",""24"",""15000"",""19"",""2"""
"1,""M"",""5"",""7.5"",""80000"",""19"",""2"""
"0,""Z"",""8"",""9"",""65000"",""21"",""0"""
"1,""M"",""16"",""4.5"",""30000"",""17"",""1"""
"0,""M"",""7"",""7.5"",""80000"",""14"",""0"""
"1,""M"",""10"",""23"",""80000"",""31"",""4"""
"1,""Z"",""15"",""27"",""15000"",""25"",""3"""
"1,""M"",""1"",""4"",""3e+05"",""24"",""1"""
"1,""Z"",""1"",""8.5"",""30000"",""10"",""1"""
"1,""Z"",""15"",""7.5"",""150000"",""38"",""4"""
"1,""Z"",""1"",""3"",""80000"",""30"",""2"""
"0,""Z"",""15"",""8"",""45000"",""21"",""0"""
"0,""M"",""6"",""14.5"",""85000"",""35"",""0"""
"1,""M"",""15"",""6"",""1e+05"",""27"",""1"""
"0,""Z"",""4"",""13"",""60000"",""17"",""0"""
"1,""M"",""1"",""3"",""75000"",""24"",""0"""
"1,""M"",""7"",""11.5"",""45000"",""20"",""3"""
"1,""Z"",""13"",""13"",""30000"",""24"",""2"""
"0,""Z"",""6"",""20"",""85000"",""9"",""0"""
"1,""Z"",""18"",""14"",""80000"",""16"",""4"""
"1,""M"",""13"",""11"",""80000"",""16"",""2"""
"1,""Z"",""9"",""23"",""60000"",""20"",""1"""
"1,""M"",""7"",""7.5"",""25000"",""10"",""1"""
"1,""M"",""14"",""4"",""60000"",""23"",""2"""
"1,""Z"",""11"",""4.5"",""20000"",""30"",""4"""
"1,""M"",""2"",""12.5"",""125000"",""14"",""2"""
"1,""Z"",""12"",""14"",""80000"",""39"",""4"""
"1,""M"",""2"",""4.5"",""25000"",""23"",""1"""
"1,""M"",""5"",""16.5"",""10000"",""31"",""1"""
"0,""M"",""15"",""7"",""65000"",""15"",""0"""
"1,""Z"",""12"",""7"",""20000"",""12"",""3"""
"1,""Z"",""18"",""12"",""35000"",""16"",""1"""
"1,""M"",""2"",""9"",""30000"",""22"",""3"""
"0,""M"",""20"",""20"",""80000"",""20"",""0"""
"1,""M"",""1"",""11"",""120000"",""18"",""3"""
"1,""Z"",""8"",""27"",""25000"",""30"",""4"""
"1,""Z"",""20"",""27"",""35000"",""18"",""2"""
"1,""M"",""16"",""15"",""120000"",""16"",""2"""
"1,""M"",""18"",""13"",""35000"",""29"",""5"""
"1,""M"",""16"",""13.5"",""35000"",""21"",""1"""
"1,""Z"",""12"",""13.5"",""20000"",""31"",""3"""
"1,""M"",""10"",""16"",""15000"",""22"",""2"""
"1,""M"",""18"",""24"",""35000"",""6"",""1"""
"1,""Z"",""18"",""21.5"",""65000"",""32"",""3"""
"1,""M"",""16"",""13.5"",""25000"",""15"",""1"""
"1,""M"",""9"",""7"",""25000"",""36"",""6"""
"1,""M"",""2"",""17.5"",""20000"",""28"",""5"""
"1,""M"",""11"",""11"",""65000"",""19"",""1"""
"1,""M"",""5"",""27"",""80000"",""11"",""1"""
"1,""Z"",""19"",""5.5"",""125000"",""19"",""1"""
"0,""M"",""13"",""9.5"",""75000"",""13"",""0"""
"0,""Z"",""12"",""2"",""355000"",""14"",""0"""
"1,""M"",""7"",""8"",""20000"",""25"",""1"""
"1,""Z"",""11"",""25"",""45000"",""13"",""1"""
"1,""M"",""3"",""11"",""1e+05"",""38"",""6"""
"1,""Z"",""14"",""17.5"",""125000"",""14"",""1"""
"0,""Z"",""12"",""19"",""60000"",""21"",""0"""
"1,""M"",""4"",""5.5"",""65000"",""41"",""5"""
"0,""M"",""13"",""4"",""225000"",""12"",""0"""
"1,""M"",""10"",""7"",""65000"",""23"",""0"""
"1,""M"",""12"",""10"",""60000"",""25"",""2"""
"1,""Z"",""12"",""17"",""35000"",""19"",""1"""
"1,""Z"",""2"",""19"",""40000"",""17"",""4"""
"1,""Z"",""7"",""14"",""60000"",""20"",""2"""
"1,""Z"",""10"",""12.5"",""1e+05"",""15"",""1"""
"1,""Z"",""3"",""2.5"",""10000"",""18"",""1"""
"0,""Z"",""9"",""7"",""20000"",""8"",""0"""
"1,""Z"",""18"",""20.5"",""60000"",""18"",""1"""
"1,""Z"",""5"",""20.5"",""30000"",""13"",""3"""
"1,""M"",""17"",""7.5"",""45000"",""21"",""2"""
"0,""Z"",""1"",""3.5"",""105000"",""16"",""0"""
"1,""M"",""17"",""6"",""80000"",""17"",""2"""
"1,""M"",""19"",""9"",""145000"",""8"",""1"""
"0,""Z"",""13"",""21"",""35000"",""19"",""0"""
"1,""Z"",""10"",""5"",""80000"",""33"",""4"""
"1,""M"",""7"",""10"",""20000"",""16"",""1"""
"1,""M"",""18"",""13"",""85000"",""29"",""3"""
"1,""M"",""16"",""22"",""150000"",""25"",""1"""
"1,""M"",""6"",""4"",""60000"",""10"",""1"""
"0,""M"",""5"",""15"",""105000"",""21"",""0"""
"1,""Z"",""16"",""3"",""105000"",""18"",""1"""
"1,""Z"",""15"",""27"",""85000"",""14"",""1"""
"0,""M"",""2"",""4.5"",""60000"",""17"",""0"""
"1,""Z"",""6"",""9.5"",""175000"",""3"",""1"""
"1,""M"",""8"",""8.5"",""45000"",""17"",""2"""
"0,""Z"",""4"",""7.5"",""60000"",""23"",""0"""
"1,""M"",""6"",""5.5"",""85000"",""21"",""1"""
"1,""M"",""1"",""3"",""35000"",""17"",""1"""
"0,""Z"",""10"",""8.5"",""55000"",""4"",""0"""
"1,""Z"",""18"",""9"",""115000"",""15"",""1"""
"1,""Z"",""12"",""16.5"",""70000"",""32"",""1"""
"1,""M"",""2"",""22"",""35000"",""16"",""2"""
"1,""M"",""21"",""5"",""65000"",""16"",""2"""
"1,""M"",""7"",""14.5"",""60000"",""32"",""2"""
"1,""M"",""10"",""8.5"",""125000"",""26"",""2"""
"1,""Z"",""12"",""25"",""45000"",""18"",""1"""
"1,""M"",""7"",""5.5"",""125000"",""20"",""1"""
"1,""M"",""2"",""18"",""35000"",""22"",""1"""
"1,""Z"",""17"",""11.5"",""60000"",""12"",""1"""
"1,""Z"",""11"",""4.5"",""40000"",""4"",""1"""
"1,""Z"",""6"",""19"",""15000"",""22"",""3"""
"1,""Z"",""16"",""12"",""35000"",""26"",""3"""
"1,""M"",""14"",""13.5"",""40000"",""23"",""2"""
"1,""Z"",""21"",""10.5"",""125000"",""22"",""2"""
"1,""Z"",""4"",""12.5"",""35000"",""20"",""1"""
"1,""Z"",""8"",""15"",""30000"",""34"",""2"""
"1,""Z"",""7"",""16"",""25000"",""25"",""1"""
"1,""M"",""11"",""23"",""5000"",""14"",""2"""
"0,""Z"",""3"",""2"",""75000"",""21"",""0"""
"0,""M"",""5"",""27"",""95000"",""24"",""0"""
"1,""Z"",""1"",""8"",""5000"",""21"",""1"""
"1,""M"",""6"",""6"",""1e+05"",""20"",""1"""
"0,""M"",""16"",""24"",""45000"",""22"",""0"""
"1,""Z"",""21"",""25"",""40000"",""11"",""1"""
"1,""Z"",""17"",""8"",""35000"",""21"",""2"""
"1,""Z"",""9"",""15"",""25000"",""27"",""1"""
"1,""M"",""14"",""27"",""15000"",""12"",""3"""
"1,""M"",""2"",""8.5"",""70000"",""16"",""2"""
"0,""Z"",""13"",""27"",""25000"",""22"",""0"""
"1,""M"",""17"",""7"",""165000"",""23"",""2"""
"0,""Z"",""15"",""15"",""120000"",""19"",""0"""
"1,""Z"",""16"",""14"",""65000"",""42"",""5"""
"1,""Z"",""2"",""15.5"",""85000"",""7"",""1"""
"0,""M"",""10"",""17"",""60000"",""30"",""0"""
"1,""Z"",""5"",""25"",""60000"",""23"",""2"""
"0,""Z"",""20"",""7.5"",""25000"",""14"",""0"""
"1,""Z"",""19"",""27"",""150000"",""17"",""1"""
"0,""Z"",""19"",""27"",""60000"",""15"",""0"""
"1,""Z"",""11"",""12.5"",""40000"",""15"",""1"""
"1,""M"",""20"",""3"",""70000"",""18"",""2"""
"1,""M"",""1"",""5"",""305000"",""16"",""2"""
"1,""M"",""20"",""27"",""2e+05"",""33"",""1"""
"1,""Z"",""21"",""9.5"",""60000"",""27"",""3"""
"1,""M"",""8"",""7"",""105000"",""44"",""4"""
"1,""Z"",""5"",""4"",""145000"",""34"",""3"""
"1,""Z"",""14"",""13"",""40000"",""17"",""2"""
"1,""Z"",""18"",""15.5"",""120000"",""20"",""1"""
"1,""Z"",""7"",""18.5"",""20000"",""15"",""2"""
"1,""M"",""11"",""7.5"",""270000"",""20"",""2"""
"1,""Z"",""1"",""12.5"",""30000"",""21"",""2"""
"0,""Z"",""3"",""5.5"",""75000"",""28"",""0"""
"1,""Z"",""9"",""11.5"",""35000"",""16"",""2"""
"0,""Z"",""11"",""22"",""80000"",""15"",""0"""
"1,""Z"",""8"",""6"",""60000"",""26"",""3"""
"1,""M"",""21"",""7"",""40000"",""7"",""1"""
"1,""M"",""10"",""15"",""120000"",""30"",""3"""
"1,""Z"",""7"",""20.5"",""85000"",""19"",""2"""
"1,""Z"",""8"",""6.5"",""80000"",""18"",""3"""
"1,""Z"",""15"",""6"",""30000"",""18"",""1"""
"1,""Z"",""20"",""9"",""25000"",""24"",""2"""
"1,""Z"",""2"",""14"",""105000"",""24"",""1"""
"0,""M"",""7"",""5.5"",""25000"",""15"",""0"""
"1,""Z"",""16"",""19.5"",""60000"",""15"",""1"""
"1,""M"",""2"",""8"",""20000"",""13"",""1"""
"0,""Z"",""12"",""4.5"",""25000"",""33"",""0"""
"0,""Z"",""5"",""8"",""85000"",""12"",""0"""
"1,""M"",""11"",""3.5"",""30000"",""19"",""2"""
"1,""Z"",""16"",""22"",""35000"",""20"",""4"""
"0,""Z"",""1"",""5"",""45000"",""4"",""0"""
"1,""Z"",""8"",""13"",""80000"",""25"",""2"""
"1,""M"",""7"",""12.5"",""15000"",""23"",""1"""
"1,""Z"",""11"",""6"",""80000"",""26"",""2"""
"1,""M"",""10"",""27"",""25000"",""12"",""1"""
"1,""Z"",""2"",""9.5"",""20000"",""26"",""2"""
"0,""Z"",""21"",""21.5"",""60000"",""31"",""0"""
"1,""Z"",""5"",""12.5"",""70000"",""17"",""2"""
"1,""Z"",""15"",""24"",""65000"",""7"",""1"""
"0,""Z"",""15"",""16"",""40000"",""14"",""0"""
"1,""Z"",""21"",""13"",""145000"",""40"",""5"""
"1,""Z"",""8"",""3"",""80000"",""16"",""2"""
"1,""M"",""3"",""21"",""105000"",""13"",""1"""
"1,""Z"",""12"",""7.5"",""30000"",""15"",""1"""
"1,""M"",""11"",""21"",""85000"",""21"",""1"""
"1,""Z"",""3"",""27"",""85000"",""23"",""4"""
"1,""Z"",""16"",""10.5"",""150000"",""9"",""1"""
"0,""Z"",""14"",""9"",""105000"",""15"",""0"""
"1,""Z"",""16"",""3.5"",""15000"",""33"",""1"""
"0,""M"",""12"",""19"",""40000"",""17"",""0"""
"0,""Z"",""20"",""14.5"",""30000"",""11"",""0"""
"1,""M"",""12"",""10"",""35000"",""21"",""1"""
"1,""M"",""14"",""8"",""5000"",""24"",""3"""
"1,""M"",""14"",""3"",""20000"",""36"",""4"""
"1,""Z"",""1"",""13"",""125000"",""22"",""1"""
"1,""Z"",""1"",""9"",""120000"",""20"",""1"""
"1,""Z"",""18"",""15"",""60000"",""15"",""1"""
"0,""Z"",""4"",""12.5"",""40000"",""21"",""0"""
"0,""Z"",""8"",""4.5"",""85000"",""15"",""0"""
"0,""Z"",""7"",""6.5"",""60000"",""9"",""0"""
"1,""Z"",""1"",""14.5"",""330000"",""23"",""1"""
"1,""M"",""4"",""7.5"",""70000"",""22"",""2"""
"1,""Z"",""13"",""1.5"",""40000"",""5"",""2"""
"1,""M"",""1"",""9.5"",""220000"",""14"",""1"""
"1,""Z"",""6"",""15.5"",""80000"",""20"",""2"""
"1,""Z"",""15"",""16.5"",""15000"",""27"",""3"""
"0,""M"",""13"",""17.5"",""20000"",""11"",""0"""
"1,""M"",""21"",""16"",""75000"",""27"",""1"""
"1,""Z"",""21"",""23"",""80000"",""7"",""2"""
"1,""Z"",""8"",""13"",""25000"",""36"",""4"""
"1,""M"",""4"",""10"",""125000"",""32"",""3"""
"1,""M"",""2"",""4"",""10000"",""30"",""1"""
"1,""M"",""2"",""9"",""85000"",""17"",""2"""
"0,""M"",""12"",""10.5"",""25000"",""5"",""0"""
"1,""M"",""3"",""14.5"",""20000"",""28"",""3"""
"1,""Z"",""14"",""27"",""40000"",""21"",""2"""
"1,""Z"",""7"",""22"",""120000"",""17"",""1"""
"1,""Z"",""5"",""5"",""285000"",""22"",""2"""
"1,""Z"",""1"",""11"",""115000"",""17"",""3"""
"1,""M"",""2"",""17.5"",""55000"",""10"",""2"""
"0,""Z"",""1"",""11.5"",""225000"",""7"",""0"""
"1,""M"",""4"",""14"",""20000"",""18"",""3"""
"1,""M"",""10"",""8.5"",""15000"",""14"",""1"""
"0,""Z"",""21"",""12"",""70000"",""21"",""0"""
"1,""Z"",""13"",""19"",""40000"",""17"",""2"""
"0,""Z"",""1"",""8.5"",""40000"",""21"",""0"""
"1,""Z"",""18"",""27"",""20000"",""26"",""3"""
"0,""Z"",""3"",""6"",""1e+05"",""15"",""0"""
"1,""Z"",""12"",""9"",""40000"",""7"",""2"""
"1,""M"",""15"",""21.5"",""250000"",""10"",""1"""
"1,""M"",""6"",""6.5"",""120000"",""33"",""1"""
"1,""M"",""3"",""25"",""15000"",""20"",""2"""
"1,""Z"",""18"",""7"",""60000"",""16"",""3"""
"1,""M"",""18"",""6.5"",""20000"",""27"",""2"""
"1,""M"",""15"",""16.5"",""30000"",""14"",""1"""
"1,""M"",""1"",""23"",""20000"",""19"",""3"""
"1,""M"",""5"",""27"",""120000"",""16"",""2"""
"1,""M"",""14"",""8"",""10000"",""18"",""2"""
"1,""Z"",""11"",""10.5"",""105000"",""23"",""1"""
"0,""Z"",""16"",""14.5"",""1e+05"",""23"",""0"""
"1,""M"",""1"",""24"",""210000"",""17"",""0"""
"1,""Z"",""17"",""24.5"",""240000"",""16"",""1"""
"1,""Z"",""10"",""27"",""40000"",""13"",""3"""
"1,""M"",""1"",""16"",""35000"",""29"",""4"""
"1,""Z"",""20"",""10.5"",""60000"",""21"",""1"""
"1,""M"",""11"",""7"",""60000"",""18"",""1"""
"0,""M"",""2"",""9"",""15000"",""19"",""0"""
"1,""M"",""5"",""8"",""10000"",""43"",""6"""
"0,""M"",""19"",""16"",""65000"",""15"",""0"""
"1,""Z"",""4"",""12.5"",""65000"",""16"",""2"""
"0,""Z"",""7"",""11"",""60000"",""34"",""0"""
"0,""Z"",""9"",""16"",""85000"",""12"",""0"""
"1,""Z"",""1"",""23"",""80000"",""12"",""0"""
"1,""Z"",""10"",""4"",""20000"",""23"",""2"""
"1,""Z"",""19"",""25"",""125000"",""35"",""4"""
"1,""Z"",""8"",""18.5"",""15000"",""22"",""1"""
"1,""M"",""12"",""14.5"",""40000"",""16"",""1"""
"0,""Z"",""11"",""11.5"",""35000"",""11"",""0"""
"1,""M"",""6"",""9"",""85000"",""25"",""3"""
"1,""M"",""21"",""8"",""10000"",""29"",""3"""
"1,""Z"",""17"",""12"",""65000"",""9"",""1"""
"1,""M"",""3"",""12"",""25000"",""20"",""1"""
"1,""Z"",""14"",""23"",""85000"",""9"",""1"""
"1,""M"",""19"",""10"",""45000"",""20"",""1"""
"1,""Z"",""10"",""9.5"",""335000"",""19"",""1"""
"0,""Z"",""15"",""18.5"",""70000"",""20"",""0"""
"1,""Z"",""11"",""4.5"",""35000"",""10"",""1"""
"1,""M"",""18"",""13.5"",""45000"",""23"",""1"""
"1,""M"",""10"",""9"",""40000"",""6"",""2"""
"1,""Z"",""18"",""22"",""25000"",""29"",""2"""
"1,""M"",""17"",""24"",""255000"",""27"",""3"""
"0,""M"",""15"",""5.5"",""1e+05"",""14"",""0"""
"1,""Z"",""19"",""18"",""115000"",""12"",""2"""
"1,""Z"",""14"",""14"",""15000"",""22"",""1"""
"1,""M"",""16"",""6.5"",""65000"",""19"",""2"""
"1,""M"",""13"",""25.5"",""45000"",""29"",""2"""
"1,""M"",""4"",""9"",""40000"",""13"",""2"""
"0,""Z"",""18"",""19.5"",""35000"",""25"",""0"""
"1,""Z"",""17"",""10"",""80000"",""39"",""6"""
"0,""Z"",""6"",""16.5"",""80000"",""14"",""0"""
"1,""M"",""4"",""15.5"",""60000"",""27"",""3"""
"1,""Z"",""11"",""7.5"",""105000"",""7"",""2"""
"0,""Z"",""14"",""7"",""45000"",""33"",""0"""
"1,""M"",""12"",""27"",""245000"",""30"",""1"""
"1,""M"",""12"",""11"",""25000"",""13"",""2"""
"1,""M"",""14"",""2"",""20000"",""30"",""1"""
"1,""Z"",""2"",""4"",""30000"",""32"",""1"""
"1,""Z"",""5"",""5.5"",""250000"",""14"",""1"""
"0,""Z"",""7"",""27"",""35000"",""7"",""0"""
"0,""M"",""4"",""7"",""65000"",""14"",""0"""
"0,""Z"",""14"",""12"",""80000"",""17"",""0"""
"1,""M"",""3"",""8.5"",""30000"",""9"",""1"""
"1,""M"",""15"",""5.5"",""65000"",""27"",""3"""
"0,""M"",""3"",""22"",""30000"",""24"",""0"""
"1,""M"",""14"",""10"",""25000"",""21"",""1"""
"1,""Z"",""4"",""6.5"",""35000"",""6"",""1"""
"1,""M"",""14"",""10"",""45000"",""13"",""1"""
"1,""M"",""1"",""7.5"",""1e+05"",""11"",""1"""
"1,""Z"",""2"",""14.5"",""60000"",""23"",""1"""
"1,""Z"",""3"",""22"",""80000"",""16"",""3"""
"1,""M"",""19"",""4.5"",""120000"",""24"",""2"""
"1,""Z"",""17"",""10"",""65000"",""26"",""2"""
"0,""Z"",""2"",""8.5"",""1e+05"",""12"",""0"""
"0,""M"",""8"",""6.5"",""95000"",""32"",""0"""
"0,""Z"",""7"",""9.5"",""80000"",""9"",""0"""
"1,""M"",""21"",""23"",""230000"",""26"",""3"""
"0,""Z"",""10"",""6.5"",""5000"",""15"",""0"""
"0,""M"",""14"",""14"",""125000"",""10"",""0"""
"1,""M"",""9"",""4.5"",""35000"",""22"",""2"""
"0,""Z"",""9"",""9"",""25000"",""12"",""0"""
"0,""M"",""2"",""10.5"",""85000"",""21"",""0"""
"1,""Z"",""21"",""27"",""40000"",""43"",""4"""
"0,""Z"",""14"",""12"",""205000"",""15"",""0"""
"1,""Z"",""1"",""11.5"",""60000"",""26"",""3"""
"1,""Z"",""11"",""10.5"",""65000"",""14"",""2"""
"1,""M"",""5"",""9.5"",""25000"",""28"",""3"""
"1,""M"",""10"",""13"",""65000"",""22"",""1"""
"1,""M"",""20"",""12"",""85000"",""24"",""2"""
"1,""Z"",""1"",""2"",""35000"",""17"",""1"""
"0,""Z"",""12"",""11"",""10000"",""24"",""0"""
"1,""Z"",""17"",""24.5"",""60000"",""13"",""1"""
"1,""M"",""21"",""6"",""150000"",""23"",""2"""
"1,""Z"",""1"",""11.5"",""255000"",""38"",""5"""
"1,""Z"",""16"",""24"",""30000"",""13"",""3"""
"1,""M"",""1"",""25"",""105000"",""19"",""1"""
"1,""Z"",""15"",""14"",""20000"",""26"",""1"""
"1,""Z"",""1"",""8.5"",""45000"",""17"",""3"""
"1,""Z"",""21"",""4.5"",""125000"",""11"",""4"""
"1,""Z"",""1"",""16"",""10000"",""11"",""3"""
"1,""Z"",""6"",""7"",""40000"",""16"",""2"""
"1,""Z"",""7"",""5"",""80000"",""19"",""2"""
"1,""M"",""12"",""15.5"",""30000"",""15"",""1"""
"1,""M"",""20"",""25"",""20000"",""22"",""3"""
"0,""Z"",""7"",""8.5"",""85000"",""19"",""0"""
"1,""Z"",""1"",""24"",""40000"",""17"",""4"""
"1,""Z"",""1"",""17.5"",""115000"",""19"",""1"""
"1,""M"",""9"",""15.5"",""85000"",""7"",""2"""
"1,""M"",""13"",""9.5"",""40000"",""9"",""2"""
"0,""Z"",""7"",""11"",""30000"",""11"",""0"""
"0,""Z"",""10"",""8"",""35000"",""15"",""0"""
"1,""M"",""1"",""14"",""210000"",""24"",""3"""
"1,""M"",""18"",""15.5"",""40000"",""12"",""3"""
"1,""Z"",""16"",""21.5"",""35000"",""22"",""1"""
"0,""Z"",""4"",""19.5"",""145000"",""15"",""0"""
"1,""Z"",""17"",""4.5"",""30000"",""8"",""1"""
"1,""Z"",""16"",""9.5"",""10000"",""12"",""1"""
"1,""Z"",""13"",""13"",""120000"",""23"",""2"""
"1,""M"",""4"",""18.5"",""150000"",""30"",""3"""
"1,""M"",""17"",""3"",""75000"",""23"",""1"""
"1,""M"",""19"",""26"",""20000"",""16"",""3"""
"1,""M"",""16"",""9"",""150000"",""22"",""2"""
